age_group,sex,education,income_group,race_group,obesity_rate,n
30-34,Male,Did not graduate high school,50k-100k,Hispanic,0.35555555555555557,135
35-39,Female,Did not graduate high school,50k-100k,NH-White,0.43703703703703706,135
25-29,Female,Did not graduate high school,15k-25k,NH-White,0.4148148148148148,135
18-24,Male,Graduated college or technical school,35k-50k,Asian,0.08148148148148149,135
18-24,Male,Graduated high school,<15k,NH-Black,0.16296296296296298,135
35-39,Male,Graduated college or technical school,15k-25k,Hispanic,0.34814814814814815,135
30-34,Female,Graduated college or technical school,35k-50k,Asian,0.11940298507462686,134
65-69,Male,Graduated college or technical school,25k-35k,NH-Black,0.3805970149253731,134
50-54,Male,Graduated high school,100k-200k,Hispanic,0.4925373134328358,134
18-24,Female,Graduated college or technical school,35k-50k,NH-Black,0.34328358208955223,134
50-54,Female,Graduated college or technical school,<15k,Hispanic,0.35074626865671643,134
35-39,Male,Graduated college or technical school,<15k,NH-White,0.3358208955223881,134
55-59,Female,Graduated college or technical school,200k+,Asian,0.06766917293233082,133
18-24,Male,Did not graduate high school,50k-100k,Hispanic,0.2932330827067669,133
35-39,Male,Graduated college or technical school,200k+,Other/Multiracial,0.24242424242424243,132
65-69,Male,Graduated college or technical school,35k-50k,Hispanic,0.36363636363636365,132
25-29,Female,Did not graduate high school,<15k,NH-White,0.36363636363636365,132
50-54,Male,Graduated high school,100k-200k,NH-Black,0.553030303030303,132
70-74,Female,Attended college or technical school,<15k,Hispanic,0.3106060606060606,132
30-34,Male,Attended college or technical school,50k-100k,Asian,0.26717557251908397,131
65-69,Female,Graduated college or technical school,100k-200k,Asian,0.06870229007633588,131
55-59,Male,Graduated college or technical school,35k-50k,NH-Black,0.3816793893129771,131
50-54,Female,Did not graduate high school,35k-50k,NH-White,0.48854961832061067,131
18-24,Female,Attended college or technical school,100k-200k,Hispanic,0.2366412213740458,131
35-39,Male,Attended college or technical school,50k-100k,Asian,0.29770992366412213,131
25-29,Male,Did not graduate high school,25k-35k,NH-White,0.29770992366412213,131
18-24,Female,Graduated high school,15k-25k,Other/Multiracial,0.3282442748091603,131
80+,Male,Graduated college or technical school,50k-100k,Hispanic,0.13076923076923078,130
55-59,Male,Graduated college or technical school,15k-25k,Hispanic,0.4461538461538462,130
40-44,Female,Attended college or technical school,100k-200k,NH-Black,0.5692307692307692,130
30-34,Female,Did not graduate high school,25k-35k,NH-White,0.4230769230769231,130
25-29,Female,Did not graduate high school,25k-35k,Hispanic,0.38461538461538464,130
18-24,Female,Graduated high school,25k-35k,Other/Multiracial,0.2923076923076923,130
35-39,Female,Did not graduate high school,35k-50k,NH-White,0.4186046511627907,129
60-64,Male,Graduated college or technical school,35k-50k,Hispanic,0.37209302325581395,129
55-59,Female,Graduated college or technical school,<15k,Hispanic,0.4418604651162791,129
45-49,Male,Graduated college or technical school,200k+,Other/Multiracial,0.3178294573643411,129
60-64,Female,Graduated college or technical school,200k+,NH-Black,0.3798449612403101,129
60-64,Female,Graduated college or technical school,<15k,Hispanic,0.3671875,128
55-59,Male,Attended college or technical school,<15k,NH-Black,0.3984375,128
75-79,Female,Graduated high school,50k-100k,NH-Black,0.421875,128
80+,Male,Attended college or technical school,35k-50k,NH-Black,0.3046875,128
60-64,Male,Did not graduate high school,100k-200k,NH-White,0.46875,128
30-34,Female,Attended college or technical school,35k-50k,Other/Multiracial,0.4609375,128
70-74,Male,Attended college or technical school,35k-50k,Hispanic,0.33858267716535434,127
18-24,Female,Graduated college or technical school,100k-200k,Hispanic,0.16535433070866143,127
50-54,Male,Graduated college or technical school,35k-50k,NH-Black,0.33070866141732286,127
80+,Female,Did not graduate high school,15k-25k,Hispanic,0.29133858267716534,127
70-74,Male,Graduated college or technical school,100k-200k,Other/Multiracial,0.2992125984251969,127
65-69,Male,Graduated college or technical school,15k-25k,Hispanic,0.3228346456692913,127
25-29,Male,Did not graduate high school,35k-50k,Hispanic,0.33858267716535434,127
50-54,Male,Graduated college or technical school,15k-25k,Hispanic,0.3253968253968254,126
40-44,Male,Attended college or technical school,100k-200k,Other/Multiracial,0.49206349206349204,126
40-44,Female,Graduated college or technical school,<15k,Hispanic,0.3888888888888889,126
70-74,Female,Attended college or technical school,15k-25k,Other/Multiracial,0.47619047619047616,126
35-39,Male,Attended college or technical school,100k-200k,NH-Black,0.3968253968253968,126
45-49,Female,Attended college or technical school,50k-100k,AIAN,0.6349206349206349,126
50-54,Male,Graduated college or technical school,200k+,Other/Multiracial,0.38095238095238093,126
18-24,Male,Graduated high school,15k-25k,Other/Multiracial,0.184,125
25-29,Male,Attended college or technical school,50k-100k,Asian,0.232,125
70-74,Male,Graduated college or technical school,25k-35k,NH-Black,0.368,125
70-74,Male,Graduated college or technical school,35k-50k,Hispanic,0.31451612903225806,124
18-24,Male,Attended college or technical school,35k-50k,Asian,0.08870967741935484,124
25-29,Female,Graduated college or technical school,25k-35k,Asian,0.12903225806451613,124
70-74,Female,Graduated college or technical school,15k-25k,Hispanic,0.3225806451612903,124
75-79,Male,Attended college or technical school,50k-100k,Other/Multiracial,0.33064516129032256,124
75-79,Female,Attended college or technical school,15k-25k,Hispanic,0.3709677419354839,124
45-49,Female,Graduated college or technical school,15k-25k,NH-Black,0.6260162601626016,123
80+,Female,Graduated college or technical school,50k-100k,Other/Multiracial,0.25203252032520324,123
35-39,Male,Graduated high school,<15k,NH-Black,0.3333333333333333,123
45-49,Male,Graduated college or technical school,35k-50k,NH-Black,0.35772357723577236,123
70-74,Female,Graduated college or technical school,100k-200k,Asian,0.024390243902439025,123
80+,Female,Attended college or technical school,<15k,NH-Black,0.3089430894308943,123
40-44,Female,Did not graduate high school,35k-50k,NH-White,0.37398373983739835,123
55-59,Male,Attended college or technical school,50k-100k,AIAN,0.5655737704918032,122
18-24,Male,Graduated high school,100k-200k,Other/Multiracial,0.13934426229508196,122
30-34,Male,Attended college or technical school,100k-200k,NH-Black,0.5081967213114754,122
18-24,Male,Graduated college or technical school,25k-35k,Asian,0.08264462809917356,121
45-49,Female,Graduated college or technical school,<15k,Hispanic,0.4214876033057851,121
65-69,Female,Attended college or technical school,15k-25k,Other/Multiracial,0.4297520661157025,121
18-24,Male,Graduated high school,15k-25k,Asian,0.15702479338842976,121
75-79,Female,Did not graduate high school,50k-100k,NH-White,0.3305785123966942,121
25-29,Female,Attended college or technical school,100k-200k,Hispanic,0.371900826446281,121
80+,Female,Graduated college or technical school,15k-25k,NH-Black,0.2396694214876033,121
40-44,Female,Graduated high school,200k+,NH-White,0.19166666666666668,120
18-24,Female,Did not graduate high school,25k-35k,Hispanic,0.4083333333333333,120
18-24,Male,Graduated high school,50k-100k,AIAN,0.2916666666666667,120
45-49,Male,Attended college or technical school,15k-25k,NH-Black,0.4583333333333333,120
65-69,Male,Attended college or technical school,15k-25k,Other/Multiracial,0.38333333333333336,120
70-74,Male,Attended college or technical school,15k-25k,Hispanic,0.275,120
55-59,Female,Graduated high school,<15k,AIAN,0.48739495798319327,119
60-64,Female,Graduated high school,<15k,AIAN,0.4369747899159664,119
65-69,Female,Attended college or technical school,100k-200k,NH-Black,0.48739495798319327,119
18-24,Female,Graduated college or technical school,35k-50k,Asian,0.025210084033613446,119
30-34,Female,Attended college or technical school,200k+,NH-White,0.16806722689075632,119
40-44,Female,Graduated college or technical school,200k+,Other/Multiracial,0.23529411764705882,119
35-39,Male,Attended college or technical school,15k-25k,NH-Black,0.3025210084033613,119
18-24,Male,Attended college or technical school,100k-200k,Asian,0.14285714285714285,119
65-69,Female,Graduated college or technical school,100k-200k,Other/Multiracial,0.3025210084033613,119
40-44,Female,Attended college or technical school,50k-100k,AIAN,0.5338983050847458,118
55-59,Male,Attended college or technical school,50k-100k,Asian,0.1440677966101695,118
25-29,Female,Graduated college or technical school,35k-50k,Other/Multiracial,0.2711864406779661,118
80+,Female,Attended college or technical school,200k+,NH-White,0.11016949152542373,118
50-54,Male,Attended college or technical school,100k-200k,Other/Multiracial,0.5677966101694916,118
70-74,Male,Did not graduate high school,<15k,NH-Black,0.2796610169491525,118
40-44,Male,Attended college or technical school,50k-100k,Asian,0.2796610169491525,118
65-69,Male,Attended college or technical school,100k-200k,NH-Black,0.4322033898305085,118
65-69,Female,Attended college or technical school,50k-100k,AIAN,0.4188034188034188,117
65-69,Male,Attended college or technical school,35k-50k,Other/Multiracial,0.452991452991453,117
65-69,Female,Attended college or technical school,25k-35k,Other/Multiracial,0.5470085470085471,117
65-69,Female,Graduated high school,200k+,NH-White,0.27350427350427353,117
55-59,Female,Did not graduate high school,15k-25k,NH-Black,0.6581196581196581,117
60-64,Male,Graduated high school,15k-25k,AIAN,0.3504273504273504,117
18-24,Male,Attended college or technical school,<15k,Asian,0.042735042735042736,117
50-54,Male,Attended college or technical school,50k-100k,AIAN,0.6324786324786325,117
30-34,Female,Graduated college or technical school,50k-100k,AIAN,0.4827586206896552,116
80+,Male,Graduated college or technical school,35k-50k,NH-Black,0.1896551724137931,116
50-54,Male,Attended college or technical school,<15k,Hispanic,0.4827586206896552,116
70-74,Female,Graduated college or technical school,25k-35k,Hispanic,0.29310344827586204,116
25-29,Male,Graduated high school,200k+,NH-White,0.22413793103448276,116
18-24,Male,Graduated high school,100k-200k,Asian,0.09482758620689655,116
18-24,Male,Attended college or technical school,35k-50k,Other/Multiracial,0.1810344827586207,116
65-69,Male,Graduated high school,50k-100k,Other/Multiracial,0.39655172413793105,116
40-44,Female,Attended college or technical school,35k-50k,Other/Multiracial,0.45689655172413796,116
60-64,Female,Attended college or technical school,15k-25k,AIAN,0.39655172413793105,116
75-79,Male,Graduated high school,15k-25k,Hispanic,0.27586206896551724,116
30-34,Male,Attended college or technical school,35k-50k,Other/Multiracial,0.33043478260869563,115
30-34,Male,Graduated high school,<15k,NH-Black,0.3565217391304348,115
80+,Female,Attended college or technical school,15k-25k,Hispanic,0.13043478260869565,115
60-64,Male,Graduated college or technical school,50k-100k,AIAN,0.4260869565217391,115
35-39,Female,Graduated college or technical school,200k+,Other/Multiracial,0.16521739130434782,115
25-29,Male,Did not graduate high school,15k-25k,NH-White,0.2608695652173913,115
65-69,Male,Graduated college or technical school,25k-35k,Hispanic,0.3391304347826087,115
25-29,Female,Attended college or technical school,<15k,NH-Black,0.5175438596491229,114
18-24,Male,Graduated high school,100k-200k,NH-Black,0.17543859649122806,114
45-49,Female,Graduated college or technical school,200k+,Other/Multiracial,0.21052631578947367,114
40-44,Male,Graduated college or technical school,15k-25k,Hispanic,0.45614035087719296,114
60-64,Male,Attended college or technical school,50k-100k,AIAN,0.4298245614035088,114
60-64,Male,Graduated high school,15k-25k,Other/Multiracial,0.3508771929824561,114
18-24,Female,Did not graduate high school,35k-50k,NH-White,0.2807017543859649,114
18-24,Male,Attended college or technical school,100k-200k,Other/Multiracial,0.13157894736842105,114
30-34,Male,Did not graduate high school,<15k,NH-White,0.34210526315789475,114
55-59,Female,Did not graduate high school,35k-50k,Hispanic,0.5221238938053098,113
80+,Male,Graduated college or technical school,100k-200k,NH-Black,0.20353982300884957,113
65-69,Female,Attended college or technical school,35k-50k,Other/Multiracial,0.415929203539823,113
65-69,Male,Graduated college or technical school,15k-25k,NH-Black,0.37168141592920356,113
80+,Female,Graduated high school,15k-25k,Other/Multiracial,0.2831858407079646,113
18-24,Female,Graduated college or technical school,25k-35k,Asian,0.10619469026548672,113
80+,Male,Did not graduate high school,15k-25k,Hispanic,0.21428571428571427,112
60-64,Female,Attended college or technical school,50k-100k,Asian,0.16071428571428573,112
70-74,Female,Attended college or technical school,25k-35k,Other/Multiracial,0.32142857142857145,112
60-64,Male,Graduated college or technical school,15k-25k,Hispanic,0.38392857142857145,112
18-24,Male,Attended college or technical school,25k-35k,Asian,0.11607142857142858,112
30-34,Female,Graduated college or technical school,15k-25k,NH-Black,0.4642857142857143,112
25-29,Female,Graduated high school,50k-100k,NH-Black,0.45535714285714285,112
18-24,Female,Attended college or technical school,25k-35k,Other/Multiracial,0.3063063063063063,111
35-39,Female,Attended college or technical school,35k-50k,Other/Multiracial,0.5045045045045045,111
30-34,Female,Did not graduate high school,50k-100k,NH-White,0.35135135135135137,111
25-29,Male,Attended college or technical school,<15k,Hispanic,0.3063063063063063,111
18-24,Male,Attended college or technical school,15k-25k,Asian,0.17117117117117117,111
18-24,Male,Graduated college or technical school,15k-25k,Hispanic,0.24324324324324326,111
25-29,Male,Attended college or technical school,15k-25k,NH-Black,0.21621621621621623,111
45-49,Female,Did not graduate high school,<15k,NH-Black,0.6216216216216216,111
60-64,Female,Attended college or technical school,15k-25k,Other/Multiracial,0.5315315315315315,111
