GEO_ID,NAME,education,population,year,prop
0500000US08091,"Ouray County, Colorado",Did not graduate high school,258.0,2020,0.05323978539001238
0500000US08093,"Park County, Colorado",Did not graduate high school,852.0,2020,0.049376992176180814
0500000US08095,"Phillips County, Colorado",Did not graduate high school,735.0,2020,0.20016339869281047
0500000US08097,"Pitkin County, Colorado",Did not graduate high school,1180.0,2020,0.0688608776844071
0500000US08099,"Prowers County, Colorado",Did not graduate high school,2307.0,2020,0.24119184526921067
0500000US08101,"Pueblo County, Colorado",Did not graduate high school,13949.0,2020,0.11395776316326947
0500000US08103,"Rio Blanco County, Colorado",Did not graduate high school,743.0,2020,0.13859354598022758
0500000US08105,"Rio Grande County, Colorado",Did not graduate high school,1671.0,2020,0.1760800842992624
0500000US08107,"Routt County, Colorado",Did not graduate high school,1680.0,2020,0.07683512462840156
0500000US08109,"Saguache County, Colorado",Did not graduate high school,1248.0,2020,0.20103092783505155
0500000US08111,"San Juan County, Colorado",Did not graduate high school,207.0,2020,0.2320627802690583
0500000US08113,"San Miguel County, Colorado",Did not graduate high school,497.0,2020,0.06894160077680676
0500000US08115,"Sedgwick County, Colorado",Did not graduate high school,395.0,2020,0.19100580270793036
0500000US08117,"Summit County, Colorado",Did not graduate high school,3020.0,2020,0.10663465273118887
0500000US08119,"Teller County, Colorado",Did not graduate high school,1354.0,2020,0.06069571454186839
0500000US08121,"Washington County, Colorado",Did not graduate high school,527.0,2020,0.12957954266043767
